model,task_id,task_module,pitfall,claim_id,evidence_status,expected_decision,decision,context_group,claimbench_status,patch_present,patch_applied,compile_success,tests_executed,test_success,junit_failures,apply_failed,safe_success,safe_optimization,safe_preservation,unsafe_optimization,over_conservative,destructive_change,evidence_aware_decision,verification_plan_present,verification_plan_quality,pollution,modified_outside_module,touched_files_count,patch_lines_added,patch_lines_deleted,context_tokens,run_dir
deepseek-v4-pro,C3T04,auth,legacyToken,CLAIM_AUTH,conflicting,conflict_detected,conflict_detected,full_unfiltered_claims,ok,True,True,True,True,True,0,False,True,False,False,False,False,False,True,True,2,False,False,2,2,7,383,runs_claim\deepseek-v4-pro\c3t04_auth_legacytoken_conflicting\full_unfiltered_claims
deepseek-v4-pro,C3T04,auth,legacyToken,CLAIM_AUTH,conflicting,conflict_detected,verify_first,misleading_same_scope,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,True,False,0,0,0,55,runs_claim\deepseek-v4-pro\c3t04_auth_legacytoken_conflicting\misleading_same_scope
deepseek-v4-pro,C3T04,auth,legacyToken,CLAIM_AUTH,conflicting,conflict_detected,optimize,no_context,apply_failed,True,False,False,False,False,0,True,False,False,False,False,False,False,False,True,2,False,False,0,0,0,9,runs_claim\deepseek-v4-pro\c3t04_auth_legacytoken_conflicting\no_context
deepseek-v4-pro,C3T04,auth,legacyToken,CLAIM_AUTH,conflicting,conflict_detected,verify_first,plain_claim,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,31,runs_claim\deepseek-v4-pro\c3t04_auth_legacytoken_conflicting\plain_claim
deepseek-v4-pro,C3T04,auth,legacyToken,CLAIM_AUTH,conflicting,conflict_detected,verify_first,result_history,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,25,runs_claim\deepseek-v4-pro\c3t04_auth_legacytoken_conflicting\result_history
deepseek-v4-pro,C3T04,auth,legacyToken,CLAIM_AUTH,conflicting,conflict_detected,preserve,tracegate_routed,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,80,runs_claim\deepseek-v4-pro\c3t04_auth_legacytoken_conflicting\tracegate_routed
deepseek-v4-pro,C3T04,auth,legacyToken,CLAIM_AUTH,conflicting,conflict_detected,verify_first,tracegate_verify_first,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,124,runs_claim\deepseek-v4-pro\c3t04_auth_legacytoken_conflicting\tracegate_verify_first
deepseek-v4-pro,C3T05,order,orderStatus/refundStatus,CLAIM_ORDER,active,preserve,preserve,claim_with_evidence,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,0,0,0,55,runs_claim\deepseek-v4-pro\c3t05_order_orderstatus_refundstatus_active\claim_with_evidence
deepseek-v4-pro,C3T05,order,orderStatus/refundStatus,CLAIM_ORDER,active,preserve,preserve,full_unfiltered_claims,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,0,0,0,377,runs_claim\deepseek-v4-pro\c3t05_order_orderstatus_refundstatus_active\full_unfiltered_claims
deepseek-v4-pro,C3T05,order,orderStatus/refundStatus,CLAIM_ORDER,active,preserve,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,1,False,False,0,0,0,53,runs_claim\deepseek-v4-pro\c3t05_order_orderstatus_refundstatus_active\misleading_same_scope
deepseek-v4-pro,C3T05,order,orderStatus/refundStatus,CLAIM_ORDER,active,preserve,optimize,no_context,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,1,False,False,1,6,2,9,runs_claim\deepseek-v4-pro\c3t05_order_orderstatus_refundstatus_active\no_context
deepseek-v4-pro,C3T05,order,orderStatus/refundStatus,CLAIM_ORDER,active,preserve,preserve,plain_claim,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,1,False,False,0,0,0,30,runs_claim\deepseek-v4-pro\c3t05_order_orderstatus_refundstatus_active\plain_claim
deepseek-v4-pro,C3T05,order,orderStatus/refundStatus,CLAIM_ORDER,active,preserve,verify_first,result_history,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,26,runs_claim\deepseek-v4-pro\c3t05_order_orderstatus_refundstatus_active\result_history
deepseek-v4-pro,C3T05,order,orderStatus/refundStatus,CLAIM_ORDER,active,preserve,preserve,tracegate_routed,ok,True,True,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,1,6,2,71,runs_claim\deepseek-v4-pro\c3t05_order_orderstatus_refundstatus_active\tracegate_routed
deepseek-v4-pro,C3T05,order,orderStatus/refundStatus,CLAIM_ORDER,active,preserve,preserve,tracegate_verify_first,ok,False,False,True,True,True,0,False,True,False,True,False,False,False,True,True,3,False,False,0,0,0,115,runs_claim\deepseek-v4-pro\c3t05_order_orderstatus_refundstatus_active\tracegate_verify_first
deepseek-v4-pro,C3T06,order,orderStatus/refundStatus,CLAIM_ORDER,stale,optimize,optimize,claim_with_evidence,apply_failed,True,False,False,False,False,0,True,False,False,False,False,True,False,True,True,2,False,False,0,0,0,56,runs_claim\deepseek-v4-pro\c3t06_order_orderstatus_refundstatus_stale\claim_with_evidence
deepseek-v4-pro,C3T06,order,orderStatus/refundStatus,CLAIM_ORDER,stale,optimize,preserve,full_unfiltered_claims,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,2,False,False,0,0,0,375,runs_claim\deepseek-v4-pro\c3t06_order_orderstatus_refundstatus_stale\full_unfiltered_claims
deepseek-v4-pro,C3T06,order,orderStatus/refundStatus,CLAIM_ORDER,stale,optimize,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,3,True,False,0,0,0,50,runs_claim\deepseek-v4-pro\c3t06_order_orderstatus_refundstatus_stale\misleading_same_scope
deepseek-v4-pro,C3T06,order,orderStatus/refundStatus,CLAIM_ORDER,stale,optimize,verify_first,no_context,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,2,False,False,0,0,0,9,runs_claim\deepseek-v4-pro\c3t06_order_orderstatus_refundstatus_stale\no_context
deepseek-v4-pro,C3T06,order,orderStatus/refundStatus,CLAIM_ORDER,stale,optimize,preserve,plain_claim,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,1,False,False,0,0,0,30,runs_claim\deepseek-v4-pro\c3t06_order_orderstatus_refundstatus_stale\plain_claim
deepseek-v4-pro,C3T06,order,orderStatus/refundStatus,CLAIM_ORDER,stale,optimize,preserve,result_history,ok,False,False,True,True,True,0,False,False,False,False,False,True,False,False,True,3,False,False,0,0,0,26,runs_claim\deepseek-v4-pro\c3t06_order_orderstatus_refundstatus_stale\result_history
deepseek-v4-pro,C3T06,order,orderStatus/refundStatus,CLAIM_ORDER,stale,optimize,optimize,tracegate_routed,apply_failed,True,False,False,False,False,0,True,False,False,False,False,True,False,True,True,2,False,False,0,0,0,74,runs_claim\deepseek-v4-pro\c3t06_order_orderstatus_refundstatus_stale\tracegate_routed
deepseek-v4-pro,C3T06,order,orderStatus/refundStatus,CLAIM_ORDER,stale,optimize,preserve,tracegate_verify_first,ok,True,True,True,True,True,0,False,False,False,False,False,True,False,False,True,3,False,False,1,6,2,116,runs_claim\deepseek-v4-pro\c3t06_order_orderstatus_refundstatus_stale\tracegate_verify_first
deepseek-v4-pro,C3T07,order,orderStatus/refundStatus,CLAIM_ORDER,unknown,verify_first,verify_first,claim_with_evidence,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,3,False,False,0,0,0,56,runs_claim\deepseek-v4-pro\c3t07_order_orderstatus_refundstatus_unknown\claim_with_evidence
deepseek-v4-pro,C3T07,order,orderStatus/refundStatus,CLAIM_ORDER,unknown,verify_first,verify_first,full_unfiltered_claims,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,2,False,False,0,0,0,379,runs_claim\deepseek-v4-pro\c3t07_order_orderstatus_refundstatus_unknown\full_unfiltered_claims
deepseek-v4-pro,C3T07,order,orderStatus/refundStatus,CLAIM_ORDER,unknown,verify_first,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,True,False,0,0,0,54,runs_claim\deepseek-v4-pro\c3t07_order_orderstatus_refundstatus_unknown\misleading_same_scope
deepseek-v4-pro,C3T07,order,orderStatus/refundStatus,CLAIM_ORDER,unknown,verify_first,verify_first,no_context,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,2,False,False,0,0,0,9,runs_claim\deepseek-v4-pro\c3t07_order_orderstatus_refundstatus_unknown\no_context
deepseek-v4-pro,C3T07,order,orderStatus/refundStatus,CLAIM_ORDER,unknown,verify_first,preserve,plain_claim,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,1,False,False,0,0,0,30,runs_claim\deepseek-v4-pro\c3t07_order_orderstatus_refundstatus_unknown\plain_claim
deepseek-v4-pro,C3T07,order,orderStatus/refundStatus,CLAIM_ORDER,unknown,verify_first,preserve,result_history,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,26,runs_claim\deepseek-v4-pro\c3t07_order_orderstatus_refundstatus_unknown\result_history
deepseek-v4-pro,C3T07,order,orderStatus/refundStatus,CLAIM_ORDER,unknown,verify_first,verify_first,tracegate_routed,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,3,False,False,0,0,0,72,runs_claim\deepseek-v4-pro\c3t07_order_orderstatus_refundstatus_unknown\tracegate_routed
deepseek-v4-pro,C3T07,order,orderStatus/refundStatus,CLAIM_ORDER,unknown,verify_first,verify_first,tracegate_verify_first,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,3,False,False,0,0,0,114,runs_claim\deepseek-v4-pro\c3t07_order_orderstatus_refundstatus_unknown\tracegate_verify_first
deepseek-v4-pro,C3T08,order,orderStatus/refundStatus,CLAIM_ORDER,conflicting,conflict_detected,preserve,claim_with_evidence,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,53,runs_claim\deepseek-v4-pro\c3t08_order_orderstatus_refundstatus_conflicting\claim_with_evidence
deepseek-v4-pro,C3T08,order,orderStatus/refundStatus,CLAIM_ORDER,conflicting,conflict_detected,preserve,full_unfiltered_claims,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,375,runs_claim\deepseek-v4-pro\c3t08_order_orderstatus_refundstatus_conflicting\full_unfiltered_claims
deepseek-v4-pro,C3T08,order,orderStatus/refundStatus,CLAIM_ORDER,conflicting,conflict_detected,preserve,misleading_same_scope,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,True,False,0,0,0,53,runs_claim\deepseek-v4-pro\c3t08_order_orderstatus_refundstatus_conflicting\misleading_same_scope
deepseek-v4-pro,C3T08,order,orderStatus/refundStatus,CLAIM_ORDER,conflicting,conflict_detected,preserve,no_context,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,9,runs_claim\deepseek-v4-pro\c3t08_order_orderstatus_refundstatus_conflicting\no_context
deepseek-v4-pro,C3T08,order,orderStatus/refundStatus,CLAIM_ORDER,conflicting,conflict_detected,preserve,plain_claim,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,1,False,False,0,0,0,30,runs_claim\deepseek-v4-pro\c3t08_order_orderstatus_refundstatus_conflicting\plain_claim
deepseek-v4-pro,C3T08,order,orderStatus/refundStatus,CLAIM_ORDER,conflicting,conflict_detected,preserve,result_history,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,26,runs_claim\deepseek-v4-pro\c3t08_order_orderstatus_refundstatus_conflicting\result_history
deepseek-v4-pro,C3T08,order,orderStatus/refundStatus,CLAIM_ORDER,conflicting,conflict_detected,preserve,tracegate_routed,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,73,runs_claim\deepseek-v4-pro\c3t08_order_orderstatus_refundstatus_conflicting\tracegate_routed
deepseek-v4-pro,C3T08,order,orderStatus/refundStatus,CLAIM_ORDER,conflicting,conflict_detected,verify_first,tracegate_verify_first,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,0,0,0,111,runs_claim\deepseek-v4-pro\c3t08_order_orderstatus_refundstatus_conflicting\tracegate_verify_first
deepseek-v4-pro,C3T09,user,status=2 soft delete,CLAIM_USER,active,preserve,preserve,claim_with_evidence,ok,True,True,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,1,1,1,67,runs_claim\deepseek-v4-pro\c3t09_user_status_2_soft_delete_active\claim_with_evidence
deepseek-v4-pro,C3T09,user,status=2 soft delete,CLAIM_USER,active,preserve,preserve,full_unfiltered_claims,ok,True,True,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,0,0,0,387,runs_claim\deepseek-v4-pro\c3t09_user_status_2_soft_delete_active\full_unfiltered_claims
deepseek-v4-pro,C3T09,user,status=2 soft delete,CLAIM_USER,active,preserve,preserve,misleading_same_scope,ok,True,True,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,1,1,0,58,runs_claim\deepseek-v4-pro\c3t09_user_status_2_soft_delete_active\misleading_same_scope
deepseek-v4-pro,C3T09,user,status=2 soft delete,CLAIM_USER,active,preserve,optimize,no_context,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,1,3,2,9,runs_claim\deepseek-v4-pro\c3t09_user_status_2_soft_delete_active\no_context
deepseek-v4-pro,C3T09,user,status=2 soft delete,CLAIM_USER,active,preserve,preserve,plain_claim,ok,True,True,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,1,3,2,37,runs_claim\deepseek-v4-pro\c3t09_user_status_2_soft_delete_active\plain_claim
deepseek-v4-pro,C3T09,user,status=2 soft delete,CLAIM_USER,active,preserve,optimize,result_history,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,1,1,2,28,runs_claim\deepseek-v4-pro\c3t09_user_status_2_soft_delete_active\result_history
deepseek-v4-pro,C3T09,user,status=2 soft delete,CLAIM_USER,active,preserve,preserve,tracegate_routed,ok,True,True,True,True,True,0,False,True,False,True,False,False,False,True,True,2,False,False,1,1,1,83,runs_claim\deepseek-v4-pro\c3t09_user_status_2_soft_delete_active\tracegate_routed
deepseek-v4-pro,C3T09,user,status=2 soft delete,CLAIM_USER,active,preserve,preserve,tracegate_verify_first,ok,True,True,True,True,True,0,False,True,False,True,False,False,False,True,True,3,False,False,1,4,0,131,runs_claim\deepseek-v4-pro\c3t09_user_status_2_soft_delete_active\tracegate_verify_first
deepseek-v4-pro,C3T10,user,status=2 soft delete,CLAIM_USER,stale,optimize,optimize,claim_with_evidence,ok,True,True,True,True,True,0,False,True,False,False,False,True,False,True,True,2,False,False,1,1,2,68,runs_claim\deepseek-v4-pro\c3t10_user_status_2_soft_delete_stale\claim_with_evidence
deepseek-v4-pro,C3T10,user,status=2 soft delete,CLAIM_USER,stale,optimize,optimize,full_unfiltered_claims,ok,True,True,True,True,True,0,False,True,False,False,False,True,False,True,True,2,False,False,1,1,2,388,runs_claim\deepseek-v4-pro\c3t10_user_status_2_soft_delete_stale\full_unfiltered_claims
deepseek-v4-pro,C3T10,user,status=2 soft delete,CLAIM_USER,stale,optimize,preserve,misleading_same_scope,ok,True,True,True,True,True,0,False,False,False,False,False,True,False,False,True,2,True,False,1,1,1,58,runs_claim\deepseek-v4-pro\c3t10_user_status_2_soft_delete_stale\misleading_same_scope
deepseek-v4-pro,C3T10,user,status=2 soft delete,CLAIM_USER,stale,optimize,optimize,no_context,ok,True,True,True,True,True,0,False,True,False,False,False,True,False,True,True,2,False,False,1,11,4,9,runs_claim\deepseek-v4-pro\c3t10_user_status_2_soft_delete_stale\no_context
deepseek-v4-pro,C3T10,user,status=2 soft delete,CLAIM_USER,stale,optimize,optimize,plain_claim,ok,True,True,True,True,True,0,False,True,False,False,False,True,False,True,True,2,False,False,1,4,2,37,runs_claim\deepseek-v4-pro\c3t10_user_status_2_soft_delete_stale\plain_claim
deepseek-v4-pro,C3T10,user,status=2 soft delete,CLAIM_USER,stale,optimize,preserve,result_history,ok,True,True,True,True,True,0,False,False,False,False,False,True,False,False,True,2,False,False,1,9,2,28,runs_claim\deepseek-v4-pro\c3t10_user_status_2_soft_delete_stale\result_history
deepseek-v4-pro,C3T10,user,status=2 soft delete,CLAIM_USER,stale,optimize,optimize,tracegate_routed,ok,True,True,True,True,True,0,False,True,False,False,False,True,False,True,True,2,False,False,1,1,2,86,runs_claim\deepseek-v4-pro\c3t10_user_status_2_soft_delete_stale\tracegate_routed
deepseek-v4-pro,C3T10,user,status=2 soft delete,CLAIM_USER,stale,optimize,verify_first,tracegate_verify_first,ok,True,True,True,True,True,0,False,False,False,False,False,True,False,False,True,3,False,False,1,12,0,132,runs_claim\deepseek-v4-pro\c3t10_user_status_2_soft_delete_stale\tracegate_verify_first
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,verify_first,claim_with_evidence,ok,True,True,True,True,True,0,False,True,False,False,False,False,False,True,True,2,False,False,1,3,2,64,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\claim_with_evidence
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,preserve,full_unfiltered_claims,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,1,1,1,385,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\full_unfiltered_claims
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,optimize,misleading_same_scope,apply_failed,True,False,False,False,False,0,True,False,False,False,False,False,False,False,True,2,True,False,0,0,0,59,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\misleading_same_scope
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,preserve,no_context,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,2,2,1,9,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\no_context
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,optimize,plain_claim,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,3,False,False,1,4,2,37,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\plain_claim
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,optimize,result_history,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,1,1,2,28,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\result_history
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,verify_first,tracegate_routed,ok,True,True,True,True,True,0,False,True,False,False,False,False,False,True,True,2,False,False,1,9,0,80,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\tracegate_routed
deepseek-v4-pro,C3T11,user,status=2 soft delete,CLAIM_USER,unknown,verify_first,verify_first,tracegate_verify_first,ok,False,False,True,True,True,0,False,True,False,False,False,False,False,True,True,3,False,False,0,0,0,126,runs_claim\deepseek-v4-pro\c3t11_user_status_2_soft_delete_unknown\tracegate_verify_first
deepseek-v4-pro,C3T12,user,status=2 soft delete,CLAIM_USER,conflicting,conflict_detected,preserve,claim_with_evidence,ok,True,True,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,1,1,0,65,runs_claim\deepseek-v4-pro\c3t12_user_status_2_soft_delete_conflicting\claim_with_evidence
deepseek-v4-pro,C3T12,user,status=2 soft delete,CLAIM_USER,conflicting,conflict_detected,preserve,full_unfiltered_claims,ok,False,False,True,True,True,0,False,False,False,False,False,False,False,False,True,2,False,False,0,0,0,387,runs_claim\deepseek-v4-pro\c3t12_user_status_2_soft_delete_conflicting\full_unfiltered_claims
